route,template,intent,primary_keyword,entity,source,owner,status,indexability,canonical,last_verified,quality_score
/catalog/haier/flexis-super-match/as70-gold/,product,Проверка и подбор варианта as70-gold,Haier Flexis Super Match as70-gold,Haier / Flexis Super Match / as70-gold,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/flexis-super-match/as70-gold/,2026-08-20,28
/catalog/haier/flexis-super-match/as70-white/,product,Проверка и подбор варианта as70-white,Haier Flexis Super Match as70-white,Haier / Flexis Super Match / as70-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/flexis-super-match/as70-white/,2026-08-20,28
/catalog/haier/stellar-hp-minus-20/as20-cappuccino/,product,Проверка и подбор варианта as20-cappuccino,Haier Stellar HP −20 °C as20-cappuccino,Haier / Stellar HP −20 °C / as20-cappuccino,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/stellar-hp-minus-20/as20-cappuccino/,2026-08-20,28
/catalog/haier/stellar-hp-minus-20/as20-silver/,product,Проверка и подбор варианта as20-silver,Haier Stellar HP −20 °C as20-silver,Haier / Stellar HP −20 °C / as20-silver,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/stellar-hp-minus-20/as20-silver/,2026-08-20,28
/catalog/haier/stellar-hp-minus-20/as20-white/,product,Проверка и подбор варианта as20-white,Haier Stellar HP −20 °C as20-white,Haier / Stellar HP −20 °C / as20-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/stellar-hp-minus-20/as20-white/,2026-08-20,28
/catalog/haier/stellar-hp-minus-20/as25-cappuccino/,product,Проверка и подбор варианта as25-cappuccino,Haier Stellar HP −20 °C as25-cappuccino,Haier / Stellar HP −20 °C / as25-cappuccino,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/stellar-hp-minus-20/as25-cappuccino/,2026-08-20,28
/catalog/haier/stellar-hp-minus-20/as25-silver/,product,Проверка и подбор варианта as25-silver,Haier Stellar HP −20 °C as25-silver,Haier / Stellar HP −20 °C / as25-silver,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/stellar-hp-minus-20/as25-silver/,2026-08-20,28
/catalog/haier/stellar-hp-minus-20/as25-white/,product,Проверка и подбор варианта as25-white,Haier Stellar HP −20 °C as25-white,Haier / Stellar HP −20 °C / as25-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/stellar-hp-minus-20/as25-white/,2026-08-20,28
/catalog/haier/stellar-hp-minus-20/as35-cappuccino/,product,Проверка и подбор варианта as35-cappuccino,Haier Stellar HP −20 °C as35-cappuccino,Haier / Stellar HP −20 °C / as35-cappuccino,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/stellar-hp-minus-20/as35-cappuccino/,2026-08-20,28
/catalog/haier/stellar-hp-minus-20/as35-silver/,product,Проверка и подбор варианта as35-silver,Haier Stellar HP −20 °C as35-silver,Haier / Stellar HP −20 °C / as35-silver,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/stellar-hp-minus-20/as35-silver/,2026-08-20,28
/catalog/haier/stellar-hp-minus-20/as35-white/,product,Проверка и подбор варианта as35-white,Haier Stellar HP −20 °C as35-white,Haier / Stellar HP −20 °C / as35-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/stellar-hp-minus-20/as35-white/,2026-08-20,28
/catalog/haier/stellar-hp-minus-20/as50-cappuccino/,product,Проверка и подбор варианта as50-cappuccino,Haier Stellar HP −20 °C as50-cappuccino,Haier / Stellar HP −20 °C / as50-cappuccino,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/stellar-hp-minus-20/as50-cappuccino/,2026-08-20,28
/catalog/haier/stellar-hp-minus-20/as50-silver/,product,Проверка и подбор варианта as50-silver,Haier Stellar HP −20 °C as50-silver,Haier / Stellar HP −20 °C / as50-silver,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/stellar-hp-minus-20/as50-silver/,2026-08-20,28
/catalog/haier/stellar-hp-minus-20/as50-white/,product,Проверка и подбор варианта as50-white,Haier Stellar HP −20 °C as50-white,Haier / Stellar HP −20 °C / as50-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/stellar-hp-minus-20/as50-white/,2026-08-20,28
/catalog/haier/stellar-hp-minus-20/as70-cappuccino/,product,Проверка и подбор варианта as70-cappuccino,Haier Stellar HP −20 °C as70-cappuccino,Haier / Stellar HP −20 °C / as70-cappuccino,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/stellar-hp-minus-20/as70-cappuccino/,2026-08-20,28
/catalog/haier/stellar-hp-minus-20/as70-silver/,product,Проверка и подбор варианта as70-silver,Haier Stellar HP −20 °C as70-silver,Haier / Stellar HP −20 °C / as70-silver,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/stellar-hp-minus-20/as70-silver/,2026-08-20,28
/catalog/haier/stellar-hp-minus-20/as70-white/,product,Проверка и подбор варианта as70-white,Haier Stellar HP −20 °C as70-white,Haier / Stellar HP −20 °C / as70-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/stellar-hp-minus-20/as70-white/,2026-08-20,28
/catalog/haier/flexis-on-off/hsu-07-black/,product,Проверка и подбор варианта hsu-07-black,Haier Flexis On-Off hsu-07-black,Haier / Flexis On-Off / hsu-07-black,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/flexis-on-off/hsu-07-black/,2026-08-20,28
/catalog/haier/flexis-on-off/hsu-07-gold/,product,Проверка и подбор варианта hsu-07-gold,Haier Flexis On-Off hsu-07-gold,Haier / Flexis On-Off / hsu-07-gold,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/flexis-on-off/hsu-07-gold/,2026-08-20,28
/catalog/haier/flexis-on-off/hsu-07-white/,product,Проверка и подбор варианта hsu-07-white,Haier Flexis On-Off hsu-07-white,Haier / Flexis On-Off / hsu-07-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/flexis-on-off/hsu-07-white/,2026-08-20,28
/catalog/haier/flexis-on-off/hsu-09-black/,product,Проверка и подбор варианта hsu-09-black,Haier Flexis On-Off hsu-09-black,Haier / Flexis On-Off / hsu-09-black,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/flexis-on-off/hsu-09-black/,2026-08-20,28
/catalog/haier/flexis-on-off/hsu-09-gold/,product,Проверка и подбор варианта hsu-09-gold,Haier Flexis On-Off hsu-09-gold,Haier / Flexis On-Off / hsu-09-gold,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/flexis-on-off/hsu-09-gold/,2026-08-20,28
/catalog/haier/flexis-on-off/hsu-09-white/,product,Проверка и подбор варианта hsu-09-white,Haier Flexis On-Off hsu-09-white,Haier / Flexis On-Off / hsu-09-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/flexis-on-off/hsu-09-white/,2026-08-20,28
/catalog/haier/flexis-on-off/hsu-12-black/,product,Проверка и подбор варианта hsu-12-black,Haier Flexis On-Off hsu-12-black,Haier / Flexis On-Off / hsu-12-black,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/flexis-on-off/hsu-12-black/,2026-08-20,28
/catalog/haier/flexis-on-off/hsu-12-gold/,product,Проверка и подбор варианта hsu-12-gold,Haier Flexis On-Off hsu-12-gold,Haier / Flexis On-Off / hsu-12-gold,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/flexis-on-off/hsu-12-gold/,2026-08-20,28
/catalog/haier/flexis-on-off/hsu-12-white/,product,Проверка и подбор варианта hsu-12-white,Haier Flexis On-Off hsu-12-white,Haier / Flexis On-Off / hsu-12-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/flexis-on-off/hsu-12-white/,2026-08-20,28
/catalog/haier/flexis-on-off/hsu-18-black/,product,Проверка и подбор варианта hsu-18-black,Haier Flexis On-Off hsu-18-black,Haier / Flexis On-Off / hsu-18-black,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/flexis-on-off/hsu-18-black/,2026-08-20,28
/catalog/haier/flexis-on-off/hsu-18-gold/,product,Проверка и подбор варианта hsu-18-gold,Haier Flexis On-Off hsu-18-gold,Haier / Flexis On-Off / hsu-18-gold,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/flexis-on-off/hsu-18-gold/,2026-08-20,28
/catalog/haier/flexis-on-off/hsu-18-white/,product,Проверка и подбор варианта hsu-18-white,Haier Flexis On-Off hsu-18-white,Haier / Flexis On-Off / hsu-18-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/flexis-on-off/hsu-18-white/,2026-08-20,28
/catalog/haier/flexis-on-off/hsu-24-black/,product,Проверка и подбор варианта hsu-24-black,Haier Flexis On-Off hsu-24-black,Haier / Flexis On-Off / hsu-24-black,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/flexis-on-off/hsu-24-black/,2026-08-20,28
/catalog/haier/flexis-on-off/hsu-24-gold/,product,Проверка и подбор варианта hsu-24-gold,Haier Flexis On-Off hsu-24-gold,Haier / Flexis On-Off / hsu-24-gold,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/flexis-on-off/hsu-24-gold/,2026-08-20,28
/catalog/haier/flexis-on-off/hsu-24-white/,product,Проверка и подбор варианта hsu-24-white,Haier Flexis On-Off hsu-24-white,Haier / Flexis On-Off / hsu-24-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/flexis-on-off/hsu-24-white/,2026-08-20,28
/catalog/haier/coral-dc-inverter/as20hpl2hra/,product,Проверка и подбор варианта as20hpl2hra,Haier Coral DC-Inverter as20hpl2hra,Haier / Coral DC-Inverter / as20hpl2hra,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/coral-dc-inverter/as20hpl2hra/,2026-08-20,28
/catalog/haier/coral-dc-inverter/as25hpl2hra/,product,Проверка и подбор варианта as25hpl2hra,Haier Coral DC-Inverter as25hpl2hra,Haier / Coral DC-Inverter / as25hpl2hra,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/coral-dc-inverter/as25hpl2hra/,2026-08-20,28
/catalog/haier/coral-dc-inverter/as35hpl2hra/,product,Проверка и подбор варианта as35hpl2hra,Haier Coral DC-Inverter as35hpl2hra,Haier / Coral DC-Inverter / as35hpl2hra,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/coral-dc-inverter/as35hpl2hra/,2026-08-20,28
/catalog/haier/coral-dc-inverter/as50hpl2hra/,product,Проверка и подбор варианта as50hpl2hra,Haier Coral DC-Inverter as50hpl2hra,Haier / Coral DC-Inverter / as50hpl2hra,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/coral-dc-inverter/as50hpl2hra/,2026-08-20,28
/catalog/haier/coral-dc-inverter/as70hpl2hra/,product,Проверка и подбор варианта as70hpl2hra,Haier Coral DC-Inverter as70hpl2hra,Haier / Coral DC-Inverter / as70hpl2hra,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/coral-dc-inverter/as70hpl2hra/,2026-08-20,28
/catalog/haier/coral-dc-inverter/as100hpl2hra/,product,Проверка и подбор варианта as100hpl2hra,Haier Coral DC-Inverter as100hpl2hra,Haier / Coral DC-Inverter / as100hpl2hra,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/coral-dc-inverter/as100hpl2hra/,2026-08-20,28
/catalog/haier/coral-on-off/hsu-07-hpl303-r3/,product,Проверка и подбор варианта hsu-07-hpl303-r3,Haier Coral On-Off hsu-07-hpl303-r3,Haier / Coral On-Off / hsu-07-hpl303-r3,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/coral-on-off/hsu-07-hpl303-r3/,2026-08-20,28
/catalog/haier/coral-on-off/hsu-09-hpl303-r3/,product,Проверка и подбор варианта hsu-09-hpl303-r3,Haier Coral On-Off hsu-09-hpl303-r3,Haier / Coral On-Off / hsu-09-hpl303-r3,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/coral-on-off/hsu-09-hpl303-r3/,2026-08-20,28
/catalog/haier/coral-on-off/hsu-12-hpl303-r3/,product,Проверка и подбор варианта hsu-12-hpl303-r3,Haier Coral On-Off hsu-12-hpl303-r3,Haier / Coral On-Off / hsu-12-hpl303-r3,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/coral-on-off/hsu-12-hpl303-r3/,2026-08-20,28
/catalog/haier/coral-on-off/hsu-18-hpl303-r3/,product,Проверка и подбор варианта hsu-18-hpl303-r3,Haier Coral On-Off hsu-18-hpl303-r3,Haier / Coral On-Off / hsu-18-hpl303-r3,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/coral-on-off/hsu-18-hpl303-r3/,2026-08-20,28
/catalog/haier/coral-on-off/hsu-24-hpl303-r3/,product,Проверка и подбор варианта hsu-24-hpl303-r3,Haier Coral On-Off hsu-24-hpl303-r3,Haier / Coral On-Off / hsu-24-hpl303-r3,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/coral-on-off/hsu-24-hpl303-r3/,2026-08-20,28
/catalog/haier/coral-on-off/hsu-33-hpl303-r3/,product,Проверка и подбор варианта hsu-33-hpl303-r3,Haier Coral On-Off hsu-33-hpl303-r3,Haier / Coral On-Off / hsu-33-hpl303-r3,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/coral-on-off/hsu-33-hpl303-r3/,2026-08-20,28
/catalog/haier/tundra-dc-inverter/as07-tt5hra/,product,Проверка и подбор варианта as07-tt5hra,Haier Tundra DC-Inverter as07-tt5hra,Haier / Tundra DC-Inverter / as07-tt5hra,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/tundra-dc-inverter/as07-tt5hra/,2026-08-20,28
/catalog/haier/tundra-dc-inverter/as09-tt5hra/,product,Проверка и подбор варианта as09-tt5hra,Haier Tundra DC-Inverter as09-tt5hra,Haier / Tundra DC-Inverter / as09-tt5hra,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/tundra-dc-inverter/as09-tt5hra/,2026-08-20,28
/catalog/haier/tundra-dc-inverter/as12-tt5hra/,product,Проверка и подбор варианта as12-tt5hra,Haier Tundra DC-Inverter as12-tt5hra,Haier / Tundra DC-Inverter / as12-tt5hra,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/tundra-dc-inverter/as12-tt5hra/,2026-08-20,28
/catalog/haier/tundra-dc-inverter/as18-tt5hra/,product,Проверка и подбор варианта as18-tt5hra,Haier Tundra DC-Inverter as18-tt5hra,Haier / Tundra DC-Inverter / as18-tt5hra,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/tundra-dc-inverter/as18-tt5hra/,2026-08-20,28
/catalog/haier/tundra-dc-inverter/as24-tt5hra/,product,Проверка и подбор варианта as24-tt5hra,Haier Tundra DC-Inverter as24-tt5hra,Haier / Tundra DC-Inverter / as24-tt5hra,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/tundra-dc-inverter/as24-tt5hra/,2026-08-20,28
/catalog/haier/tundra-on-off/hsu-07-htt-r3/,product,Проверка и подбор варианта hsu-07-htt-r3,Haier Tundra On-Off hsu-07-htt-r3,Haier / Tundra On-Off / hsu-07-htt-r3,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/tundra-on-off/hsu-07-htt-r3/,2026-08-20,28
/catalog/haier/tundra-on-off/hsu-09-htt-r3/,product,Проверка и подбор варианта hsu-09-htt-r3,Haier Tundra On-Off hsu-09-htt-r3,Haier / Tundra On-Off / hsu-09-htt-r3,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/tundra-on-off/hsu-09-htt-r3/,2026-08-20,28
/catalog/haier/tundra-on-off/hsu-12-htt-r3/,product,Проверка и подбор варианта hsu-12-htt-r3,Haier Tundra On-Off hsu-12-htt-r3,Haier / Tundra On-Off / hsu-12-htt-r3,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/tundra-on-off/hsu-12-htt-r3/,2026-08-20,28
/catalog/haier/tundra-on-off/hsu-18-htt-r3/,product,Проверка и подбор варианта hsu-18-htt-r3,Haier Tundra On-Off hsu-18-htt-r3,Haier / Tundra On-Off / hsu-18-htt-r3,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/haier/tundra-on-off/hsu-18-htt-r3/,2026-08-20,28
